,Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date,Team Name,Not Out
8208,AB de Villiers,0.0,0,1,0,0,0.00,1,v RR,Abu Dhabi,2014-04-26,Royal Challengers Bangalore,0.0
8210,AB de Villiers,17.0,31,15,2,0,113.33,1,v Kings XI,Dubai (DICS),2014-04-28,Royal Challengers Bangalore,0.0
8212,AB de Villiers,89.0,68,41,6,8,217.07,2,v SRH,Bengaluru,2014-05-04,Royal Challengers Bangalore,1.0
8214,AB de Villiers,9.0,15,7,2,0,128.57,2,v MI,Wankhede,2014-05-06,Royal Challengers Bangalore,0.0
8216,AB de Villiers,53.0,43,26,1,5,203.84,2,v Kings XI,Bengaluru,2014-05-09,Royal Challengers Bangalore,0.0
8218,AB de Villiers,58.0,61,32,1,5,181.25,1,v RR,Bengaluru,2014-05-11,Royal Challengers Bangalore,0.0
8220,AB de Villiers,33.0,29,17,4,1,194.11,1,v Daredevils,Bengaluru,2014-05-13,Royal Challengers Bangalore,0.0
8222,AB de Villiers,28.0,0,14,1,3,200.00,2,v CSK,Ranchi,2014-05-18,Royal Challengers Bangalore,0.0
8224,AB de Villiers,29.0,28,17,2,1,170.58,1,v SRH,Hyderabad,2014-05-20,Royal Challengers Bangalore,0.0
8226,AB de Villiers,13.0,20,13,1,0,100.00,2,v KKR,Eden Gardens,2014-05-22,Royal Challengers Bangalore,0.0
8228,AB de Villiers,10.0,16,6,2,0,166.66,1,v CSK,Bengaluru,2014-05-24,Royal Challengers Bangalore,0.0
8230,AB de Villiers,28.0,14,13,3,2,215.38,2,v KKR,Eden Gardens,2015-04-11,Royal Challengers Bangalore,0.0
8232,AB de Villiers,46.0,40,28,5,2,164.28,1,v SRH,Bengaluru,2015-04-13,Royal Challengers Bangalore,0.0
8234,AB de Villiers,41.0,22,11,5,3,372.72,2,v MI,Bengaluru,2015-04-19,Royal Challengers Bangalore,0.0
8236,AB de Villiers,14.0,0,10,0,2,140.00,2,v CSK,Bengaluru,2015-04-22,Royal Challengers Bangalore,0.0
8238,AB de Villiers,47.0,0,34,6,0,138.23,2,v RR,Ahmedabad,2015-04-24,Royal Challengers Bangalore,1.0
8242,AB de Villiers,57.0,0,45,9,1,126.66,1,v RR,Bengaluru,2015-04-29,Royal Challengers Bangalore,0.0
8244,AB de Villiers,2.0,0,4,0,0,50.00,2,v KKR,Bengaluru,2015-05-02,Royal Challengers Bangalore,0.0
8246,AB de Villiers,21.0,12,14,5,0,150.00,2,v CSK,Chennai,2015-05-04,Royal Challengers Bangalore,0.0
8248,AB de Villiers,47.0,42,24,3,4,195.83,1,v Kings XI,Bengaluru,2015-05-06,Royal Challengers Bangalore,1.0
8250,AB de Villiers,133.0,82,59,19,4,225.42,1,v MI,Wankhede,2015-05-10,Royal Challengers Bangalore,1.0
8252,AB de Villiers,10.0,-1,9,1,0,111.11,2,v Kings XI,Mohali,2015-05-13,Royal Challengers Bangalore,0.0
8254,AB de Villiers,0.0,-1,1,0,0,0.00,2,v SRH,Hyderabad,2015-05-15,Royal Challengers Bangalore,0.0
8258,AB de Villiers,66.0,0,38,4,4,173.68,1,v RR,Pune,2015-05-20,Royal Challengers Bangalore,0.0
8260,AB de Villiers,1.0,3,3,0,0,33.33,1,v CSK,Ranchi,2015-05-22,Royal Challengers Bangalore,0.0
8262,AB de Villiers,82.0,0,42,7,6,195.23,1,v SRH,Bengaluru,2016-04-12,Royal Challengers Bangalore,0.0
8264,AB de Villiers,55.0,0,33,9,1,166.66,1,v Daredevils,Bengaluru,2016-04-17,Royal Challengers Bangalore,0.0
8266,AB de Villiers,29.0,0,21,3,1,138.09,1,v MI,Wankhede,2016-04-20,Royal Challengers Bangalore,0.0
8268,AB de Villiers,83.0,68,46,6,4,180.43,1,v Supergiants,Pune,2016-04-22,Royal Challengers Bangalore,0.0
8270,AB de Villiers,20.0,22,16,2,0,125.00,1,v Guj Lions,Rajkot,2016-04-24,Royal Challengers Bangalore,0.0
8272,AB de Villiers,47.0,47,32,3,2,146.87,2,v SRH,Hyderabad,2016-04-30,Royal Challengers Bangalore,0.0
8274,AB de Villiers,4.0,8,6,0,0,66.66,1,v KKR,Bengaluru,2016-05-02,Royal Challengers Bangalore,0.0
8276,AB de Villiers,1.0,3,3,0,0,33.33,2,v Supergiants,Bengaluru,2016-05-07,Royal Challengers Bangalore,0.0
8278,AB de Villiers,64.0,54,35,5,2,182.85,1,v Kings XI,Mohali,2016-05-09,Royal Challengers Bangalore,0.0
8280,AB de Villiers,24.0,40,27,1,1,88.88,1,v MI,Bengaluru,2016-05-11,Royal Challengers Bangalore,0.0
8282,AB de Villiers,129.0,78,52,10,12,248.07,1,v Guj Lions,Bengaluru,2016-05-14,Royal Challengers Bangalore,1.0
8284,AB de Villiers,59.0,51,31,5,3,190.32,2,v KKR,Eden Gardens,2016-05-16,Royal Challengers Bangalore,1.0
8286,AB de Villiers,0.0,-1,2,0,0,0.00,1,v Kings XI,Bengaluru,2016-05-18,Royal Challengers Bangalore,0.0
8288,AB de Villiers,6.0,8,8,1,0,75.00,2,v Daredevils,Raipur,2016-05-22,Royal Challengers Bangalore,0.0
8290,AB de Villiers,79.0,80,47,5,5,168.08,2,v Guj Lions,Bengaluru,2016-05-24,Royal Challengers Bangalore,1.0
8292,AB de Villiers,5.0,15,6,0,0,83.33,2,v SRH,Bengaluru,2016-05-29,Royal Challengers Bangalore,0.0
8294,AB de Villiers,89.0,93,46,3,9,193.47,1,v Kings XI,Indore,2017-04-10,Royal Challengers Bangalore,1.0
8296,AB de Villiers,19.0,31,21,0,1,90.47,1,v MI,Bengaluru,2017-04-14,Royal Challengers Bangalore,0.0
8298,AB de Villiers,29.0,39,30,1,2,96.66,2,v Supergiant,Bengaluru,2017-04-16,Royal Challengers Bangalore,0.0
8300,AB de Villiers,8.0,5,6,2,0,133.33,2,v KKR,Eden Gardens,2017-04-23,Royal Challengers Bangalore,0.0
8302,AB de Villiers,5.0,29,11,0,0,45.45,1,v Guj Lions,Bengaluru,2017-04-27,Royal Challengers Bangalore,0.0
8304,AB de Villiers,3.0,11,8,0,0,37.50,2,v Supergiant,Pune,2017-04-29,Royal Challengers Bangalore,0.0
8306,AB de Villiers,43.0,30,27,3,3,159.25,1,v MI,Wankhede,2017-05-01,Royal Challengers Bangalore,0.0
8308,AB de Villiers,10.0,11,6,1,1,166.66,2,v Kings XI,Bengaluru,2017-05-05,Royal Challengers Bangalore,0.0
8310,AB de Villiers,10.0,0,8,2,0,125.00,1,v KKR,Bengaluru,2017-05-07,Royal Challengers Bangalore,0.0
8312,AB de Villiers,44.0,-1,23,1,5,191.30,1,v KKR,Eden Gardens,2018-04-08,Royal Challengers Bangalore,0.0
8314,AB de Villiers,57.0,-1,40,2,4,142.50,2,v Kings XI,Bengaluru,2018-04-13,Royal Challengers Bangalore,0.0
8316,AB de Villiers,20.0,-1,18,1,1,111.11,2,v RR,Bengaluru,2018-04-15,Royal Challengers Bangalore,0.0
8318,AB de Villiers,1.0,0,2,0,0,50.00,2,v MI,Wankhede,2018-04-17,Royal Challengers Bangalore,0.0
8320,AB de Villiers,90.0,-1,39,10,5,230.76,2,v Daredevils,Bengaluru,2018-04-21,Royal Challengers Bangalore,1.0
8322,AB de Villiers,68.0,0,30,2,8,226.66,1,v CSK,Bengaluru,2018-04-25,Royal Challengers Bangalore,0.0
8324,AB de Villiers,1.0,-1,4,0,0,25.00,1,v CSK,Pune,2018-05-05,Royal Challengers Bangalore,0.0
8326,AB de Villiers,5.0,-1,8,0,0,62.50,2,v SRH,Hyderabad,2018-05-07,Royal Challengers Bangalore,0.0
8328,AB de Villiers,72.0,-1,37,4,6,194.59,2,v Daredevils,Delhi,2018-05-12,Royal Challengers Bangalore,1.0
8332,AB de Villiers,69.0,-1,39,12,1,176.92,1,v SRH,Bengaluru,2018-05-17,Royal Challengers Bangalore,0.0
8334,AB de Villiers,53.0,-1,35,7,0,151.42,2,v RR,Jaipur,2018-05-19,Royal Challengers Bangalore,0.0
8336,AB de Villiers,9.0,-1,10,0,0,90.00,1,v CSK,Chennai,2019-03-23,Royal Challengers Bangalore,0.0
8338,AB de Villiers,70.0,-1,41,4,6,170.73,2,v MI,Bengaluru,2019-03-28,Royal Challengers Bangalore,1.0
8340,AB de Villiers,1.0,3,2,0,0,50.00,2,v SRH,Hyderabad,2019-03-31,Royal Challengers Bangalore,0.0
8342,AB de Villiers,13.0,8,9,2,0,144.44,1,v RR,Jaipur,2019-04-02,Royal Challengers Bangalore,0.0
8344,AB de Villiers,63.0,51,32,5,4,196.87,1,v KKR,Bengaluru,2019-04-05,Royal Challengers Bangalore,0.0
8346,AB de Villiers,17.0,20,16,1,1,106.25,1,v DC,Bengaluru,2019-04-07,Royal Challengers Bangalore,0.0
8348,AB de Villiers,59.0,81,38,5,2,155.26,2,v Kings XI,Mohali,2019-04-13,Royal Challengers Bangalore,1.0
8350,AB de Villiers,75.0,86,51,6,4,147.05,1,v MI,Wankhede,2019-04-15,Royal Challengers Bangalore,0.0
8352,AB de Villiers,25.0,22,19,3,1,131.57,1,v CSK,Bengaluru,2019-04-21,Royal Challengers Bangalore,0.0
8354,AB de Villiers,82.0,82,44,3,7,186.36,1,v Kings XI,Bengaluru,2019-04-24,Royal Challengers Bangalore,1.0
8356,AB de Villiers,17.0,26,19,0,1,89.47,2,v DC,Delhi,2019-04-28,Royal Challengers Bangalore,0.0
8358,AB de Villiers,10.0,12,4,2,0,250.00,1,v RR,Bengaluru,2019-04-30,Royal Challengers Bangalore,0.0
8360,AB de Villiers,1.0,13,2,0,0,50.00,2,v SRH,Bengaluru,2019-05-04,Royal Challengers Bangalore,0.0
8362,AB de Villiers,51.0,-1,30,4,2,170.00,1,v SRH,Dubai (DICS),2020-09-21,Royal Challengers Bangalore,0.0
8364,AB de Villiers,28.0,-1,18,4,1,155.55,2,v Kings XI,Dubai (DICS),2020-09-24,Royal Challengers Bangalore,0.0
8366,AB de Villiers,55.0,-1,24,4,4,229.16,1,v MI,Dubai (DICS),2020-09-28,Royal Challengers Bangalore,1.0
8368,AB de Villiers,12.0,-1,10,1,0,120.00,2,v RR,Abu Dhabi,2020-10-03,Royal Challengers Bangalore,1.0
8370,AB de Villiers,9.0,-1,6,2,0,150.00,2,v DC,Dubai (DICS),2020-10-05,Royal Challengers Bangalore,0.0
8372,AB de Villiers,0.0,-1,2,0,0,0.00,1,v CSK,Dubai (DICS),2020-10-10,Royal Challengers Bangalore,0.0
8374,AB de Villiers,73.0,-1,33,5,6,221.21,1,v KKR,Sharjah,2020-10-12,Royal Challengers Bangalore,1.0
8376,AB de Villiers,2.0,-1,5,0,0,40.00,1,v Kings XI,Sharjah,2020-10-15,Royal Challengers Bangalore,0.0
8378,AB de Villiers,55.0,-1,22,1,6,250.00,2,v RR,Dubai (DICS),2020-10-17,Royal Challengers Bangalore,1.0
8382,AB de Villiers,39.0,-1,36,4,0,108.33,1,v CSK,Dubai (DICS),2020-10-25,Royal Challengers Bangalore,0.0
8384,AB de Villiers,15.0,-1,12,1,1,125.00,1,v MI,Abu Dhabi,2020-10-28,Royal Challengers Bangalore,0.0
8386,AB de Villiers,24.0,-1,24,1,1,100.00,1,v SRH,Sharjah,2020-10-31,Royal Challengers Bangalore,0.0
8388,AB de Villiers,35.0,-1,21,1,2,166.66,1,v DC,Abu Dhabi,2020-11-02,Royal Challengers Bangalore,0.0
8390,AB de Villiers,56.0,-1,43,5,0,130.23,1,v SRH,Abu Dhabi,2020-11-06,Royal Challengers Bangalore,0.0
8392,AB de Villiers,48.0,44,27,4,2,177.77,2,v MI,Chennai,2021-04-09,Royal Challengers Bangalore,0.0
8394,AB de Villiers,1.0,8,5,0,0,20.00,1,v SRH,Chennai,2021-04-14,Royal Challengers Bangalore,0.0
8396,AB de Villiers,76.0,45,34,9,3,223.52,1,v KKR,Chennai,2021-04-18,Royal Challengers Bangalore,1.0
8400,AB de Villiers,4.0,15,9,0,0,44.44,2,v CSK,Wankhede,2021-04-25,Royal Challengers Bangalore,0.0
8402,AB de Villiers,75.0,49,42,3,5,178.57,1,v DC,Ahmedabad,2021-04-27,Royal Challengers Bangalore,1.0
8404,AB de Villiers,3.0,9,9,0,0,33.33,2,v Punjab Kings,Ahmedabad,2021-04-30,Royal Challengers Bangalore,0.0
8406,AB de Villiers,0.0,4,1,0,0,0.00,1,v KKR,Abu Dhabi,2021-09-20,Royal Challengers Bangalore,0.0
8408,AB de Villiers,12.0,18,11,0,1,109.09,1,v CSK,Sharjah,2021-09-24,Royal Challengers Bangalore,0.0
8410,AB de Villiers,11.0,20,6,1,1,183.33,1,v MI,Dubai (DICS),2021-09-26,Royal Challengers Bangalore,0.0
8412,AB de Villiers,4.0,0,1,1,0,400.00,2,v RR,Dubai (DICS),2021-09-29,Royal Challengers Bangalore,1.0
8414,AB de Villiers,23.0,30,18,1,2,127.77,1,v Punjab Kings,Sharjah,2021-10-03,Royal Challengers Bangalore,0.0
8416,AB de Villiers,19.0,31,13,1,1,146.15,2,v SRH,Abu Dhabi,2021-10-06,Royal Challengers Bangalore,1.0
8418,AB de Villiers,26.0,0,26,2,1,100.00,2,v DC,Dubai (DICS),2021-10-08,Royal Challengers Bangalore,0.0
8420,AB de Villiers,11.0,0,9,1,0,122.22,1,v KKR,Sharjah,2021-10-11,Royal Challengers Bangalore,0.0
12200,AC Gilchrist,23.0,-1,22,1,2,104.54,1,v KKR,Eden Gardens,2008-04-20,Deccan Chargers,0.0
12202,AC Gilchrist,8.0,-1,9,0,1,88.88,1,v Daredevils,Hyderabad,2008-04-22,Deccan Chargers,0.0
12204,AC Gilchrist,13.0,-1,9,3,0,144.44,1,v RR,Hyderabad,2008-04-24,Deccan Chargers,0.0
12206,AC Gilchrist,109.0,-1,47,9,10,231.91,2,v MI,DY Patil,2008-04-27,Deccan Chargers,1.0
12208,AC Gilchrist,6.0,-1,6,0,0,100.00,1,v Kings XI,Hyderabad,2008-05-01,Deccan Chargers,0.0
12210,AC Gilchrist,10.0,-1,11,2,0,90.90,2,v RCB,Bengaluru,2008-05-03,Deccan Chargers,0.0
12212,AC Gilchrist,54.0,-1,36,7,2,150.00,2,v CSK,Chennai,2008-05-06,Deccan Chargers,0.0
12214,AC Gilchrist,61.0,-1,49,9,1,124.48,1,v RR,Jaipur,2008-05-09,Deccan Chargers,0.0
12216,AC Gilchrist,24.0,-1,17,5,0,141.17,2,v KKR,Hyderabad,2008-05-11,Deccan Chargers,0.0
12218,AC Gilchrist,14.0,-1,9,3,0,155.55,2,v Daredevils,Delhi,2008-05-15,Deccan Chargers,0.0
12220,AC Gilchrist,13.0,-1,16,2,0,81.25,2,v MI,Hyderabad,2008-05-18,Deccan Chargers,0.0
12222,AC Gilchrist,50.0,-1,42,6,1,119.04,1,v Kings XI,Mohali,2008-05-23,Deccan Chargers,0.0
12224,AC Gilchrist,46.0,-1,37,4,2,124.32,1,v RCB,Hyderabad,2008-05-25,Deccan Chargers,0.0
12226,AC Gilchrist,5.0,-1,8,0,0,62.50,1,v CSK,Hyderabad,2008-05-27,Deccan Chargers,0.0
12228,AC Gilchrist,13.0,-1,11,2,0,118.18,2,v KKR,Cape Town,2009-04-19,Deccan Chargers,0.0
12230,AC Gilchrist,71.0,-1,45,6,5,157.77,1,v RCB,Cape Town,2009-04-22,Deccan Chargers,0.0
12232,AC Gilchrist,35.0,-1,20,3,3,175.00,1,v MI,Durban,2009-04-25,Deccan Chargers,0.0
12234,AC Gilchrist,44.0,-1,19,5,3,231.57,2,v CSK,Durban,2009-04-27,Deccan Chargers,0.0
12236,AC Gilchrist,8.0,-1,5,2,0,160.00,1,v Daredevils,Centurion,2009-04-30,Deccan Chargers,0.0
12238,AC Gilchrist,39.0,41,35,5,2,111.42,1,v RR,Gqeberha,2009-05-02,Deccan Chargers,0.0
12240,AC Gilchrist,0.0,-1,1,0,0,0.00,2,v CSK,East London,2009-05-04,Deccan Chargers,0.0
12242,AC Gilchrist,25.0,-1,29,2,1,86.20,1,v MI,Centurion,2009-05-06,Deccan Chargers,0.0
12244,AC Gilchrist,20.0,-1,16,3,1,125.00,1,v Kings XI,Kimberley,2009-05-09,Deccan Chargers,0.0
12246,AC Gilchrist,10.0,-1,11,0,1,90.90,1,v RR,Kimberley,2009-05-11,Deccan Chargers,0.0
12248,AC Gilchrist,64.0,-1,33,5,5,193.93,2,v Daredevils,Durban,2009-05-13,Deccan Chargers,0.0
12250,AC Gilchrist,43.0,-1,31,5,2,138.70,2,v KKR,Johannesburg,2009-05-16,Deccan Chargers,0.0
12252,AC Gilchrist,23.0,-1,13,4,1,176.92,2,v Kings XI,Johannesburg,2009-05-17,Deccan Chargers,0.0
12254,AC Gilchrist,15.0,-1,18,2,0,83.33,2,v RCB,Centurion,2009-05-21,Deccan Chargers,0.0
12256,AC Gilchrist,85.0,-1,35,10,5,242.85,2,v Daredevils,Centurion,2009-05-22,Deccan Chargers,0.0
12258,AC Gilchrist,0.0,-1,3,0,0,0.00,1,v RCB,Johannesburg,2009-05-24,Deccan Chargers,0.0
12260,AC Gilchrist,54.0,-1,35,3,3,154.28,2,v KKR,DY Patil,2010-03-12,Deccan Chargers,0.0
12262,AC Gilchrist,38.0,-1,17,4,3,223.52,1,v CSK,Chennai,2010-03-14,Deccan Chargers,0.0
12264,AC Gilchrist,33.0,-1,12,4,2,275.00,1,v Kings XI,Cuttack,2010-03-19,Deccan Chargers,0.0
12266,AC Gilchrist,24.0,-1,14,4,1,171.42,1,v Daredevils,Cuttack,2010-03-21,Deccan Chargers,0.0
12268,AC Gilchrist,1.0,-1,3,0,0,33.33,1,v RR,Ahmedabad,2010-03-26,Deccan Chargers,0.0
12270,AC Gilchrist,0.0,-1,2,0,0,0.00,2,v MI,DY Patil,2010-03-28,Deccan Chargers,0.0
12272,AC Gilchrist,9.0,-1,5,2,0,180.00,2,v KKR,Eden Gardens,2010-04-01,Deccan Chargers,0.0
12274,AC Gilchrist,19.0,-1,14,1,1,135.71,2,v MI,Brabourne,2010-04-03,Deccan Chargers,0.0
12276,AC Gilchrist,34.0,-1,17,3,3,200.00,2,v RR,Nagpur,2010-04-05,Deccan Chargers,0.0
12278,AC Gilchrist,32.0,-1,19,3,2,168.42,2,v RCB,Bengaluru,2010-04-08,Deccan Chargers,0.0
12280,AC Gilchrist,7.0,-1,8,1,0,87.50,2,v CSK,Nagpur,2010-04-10,Deccan Chargers,0.0
12282,AC Gilchrist,0.0,-1,1,0,0,0.00,1,v RCB,Nagpur,2010-04-12,Deccan Chargers,0.0
12284,AC Gilchrist,9.0,-1,5,2,0,180.00,2,v Kings XI,Dharamsala,2010-04-16,Deccan Chargers,0.0
12286,AC Gilchrist,10.0,-1,9,2,0,111.11,1,v Daredevils,Delhi,2010-04-18,Deccan Chargers,0.0
12288,AC Gilchrist,15.0,-1,20,1,1,75.00,2,v CSK,DY Patil,2010-04-22,Deccan Chargers,0.0
12290,AC Gilchrist,4.0,-1,4,1,0,100.00,1,v RCB,DY Patil,2010-04-24,Deccan Chargers,0.0
12292,AC Gilchrist,1.0,-1,3,0,0,33.33,1,v Warriors,DY Patil,2011-04-10,Kings XI Punjab,0.0
12294,AC Gilchrist,19.0,-1,15,2,0,126.66,2,v CSK,Mohali,2011-04-13,Kings XI Punjab,0.0
12296,AC Gilchrist,61.0,-1,46,5,3,132.60,2,v Chargers,Hyderabad,2011-04-16,Kings XI Punjab,0.0
12298,AC Gilchrist,28.0,0,16,4,1,175.00,1,v RR,Mohali,2011-04-21,Kings XI Punjab,0.0
12300,AC Gilchrist,42.0,0,33,8,1,127.27,2,v Daredevils,Delhi,2011-04-23,Kings XI Punjab,0.0
12302,AC Gilchrist,26.0,-1,27,3,1,96.29,1,v KKR,Eden Gardens,2011-04-30,Kings XI Punjab,0.0
12304,AC Gilchrist,0.0,0,2,0,0,0.00,2,v MI,Wankhede,2011-05-02,Kings XI Punjab,0.0
12306,AC Gilchrist,0.0,0,1,0,0,0.00,2,v RCB,Bengaluru,2011-05-06,Kings XI Punjab,0.0
12308,AC Gilchrist,3.0,-1,8,0,0,37.50,1,v Warriors,Mohali,2011-05-08,Kings XI Punjab,0.0
12310,AC Gilchrist,28.0,0,28,2,1,100.00,1,v MI,Mohali,2011-05-10,Kings XI Punjab,0.0
12312,AC Gilchrist,9.0,0,15,1,0,60.00,2,v Kochi,Indore,2011-05-13,Kings XI Punjab,0.0
12314,AC Gilchrist,9.0,0,9,2,0,100.00,1,v Daredevils,Dharamsala,2011-05-15,Kings XI Punjab,0.0
12316,AC Gilchrist,106.0,0,55,8,9,192.72,1,v RCB,Dharamsala,2011-05-17,Kings XI Punjab,0.0
12318,AC Gilchrist,51.0,-1,37,6,2,137.83,2,v Chargers,Dharamsala,2011-05-21,Kings XI Punjab,0.0
12320,AC Gilchrist,27.0,19,18,3,1,150.00,2,v RR,Jaipur,2012-04-06,Kings XI Punjab,0.0
12322,AC Gilchrist,6.0,16,11,1,0,54.54,2,v Warriors,Pune,2012-04-08,Kings XI Punjab,0.0
12324,AC Gilchrist,21.0,36,17,3,0,123.52,2,v Warriors,Mohali,2012-04-12,Kings XI Punjab,0.0
12326,AC Gilchrist,5.0,11,9,0,0,55.55,1,v KKR,Eden Gardens,2012-04-15,Kings XI Punjab,0.0
12328,AC Gilchrist,40.0,42,30,3,1,133.33,1,v KKR,Mohali,2012-04-18,Kings XI Punjab,1.0
12330,AC Gilchrist,64.0,82,46,9,2,139.13,2,v CSK,Dharamsala,2012-05-17,Kings XI Punjab,1.0
12332,AC Gilchrist,9.0,17,12,2,0,75.00,1,v Daredevils,Dharamsala,2012-05-19,Kings XI Punjab,0.0
12334,AC Gilchrist,15.0,10,10,2,1,150.00,2,v Warriors,Pune,2013-04-07,Kings XI Punjab,0.0
12336,AC Gilchrist,9.0,10,6,2,0,150.00,1,v CSK,Mohali,2013-04-10,Kings XI Punjab,0.0
12338,AC Gilchrist,0.0,5,2,0,0,0.00,1,v RR,Jaipur,2013-04-14,Kings XI Punjab,0.0
12340,AC Gilchrist,7.0,16,12,1,0,58.33,1,v KKR,Mohali,2013-04-16,Kings XI Punjab,0.0
12342,AC Gilchrist,26.0,38,25,4,0,104.00,1,v SRH,Hyderabad,2013-04-19,Kings XI Punjab,0.0
12344,AC Gilchrist,4.0,1,3,1,0,133.33,2,v Warriors,Mohali,2013-04-21,Kings XI Punjab,0.0
12346,AC Gilchrist,6.0,2,3,1,0,200.00,2,v Daredevils,Delhi,2013-04-23,Kings XI Punjab,0.0
12348,AC Gilchrist,27.0,43,27,4,0,100.00,1,v KKR,Eden Gardens,2013-04-26,Kings XI Punjab,0.0
12350,AC Gilchrist,42.0,58,32,6,0,131.25,1,v RR,Mohali,2013-05-09,Kings XI Punjab,0.0
12352,AC Gilchrist,26.0,0,22,4,0,118.18,2,v SRH,Mohali,2013-05-11,Kings XI Punjab,0.0
12354,AC Gilchrist,85.0,0,54,10,3,157.40,2,v RCB,Bengaluru,2013-05-14,Kings XI Punjab,1.0
12356,AC Gilchrist,42.0,0,26,5,2,161.53,1,v Daredevils,Dharamsala,2013-05-16,Kings XI Punjab,0.0
12358,AC Gilchrist,5.0,0,7,1,0,71.42,1,v MI,Dharamsala,2013-05-18,Kings XI Punjab,0.0
22802,AD Mathews,16.0,0,13,2,0,123.07,1,v RCB,Centurion,2009-05-12,Kolkata Knight Riders,0.0
22804,AD Mathews,65.0,-1,46,5,4,141.30,1,v Chargers,DY Patil,2010-03-12,Kolkata Knight Riders,1.0
22808,AD Mathews,6.0,-1,13,0,0,46.15,2,v CSK,Eden Gardens,2010-03-16,Kolkata Knight Riders,0.0
22810,AD Mathews,0.0,-1,0,0,0,-1,2,v RR,Ahmedabad,2010-03-20,Kolkata Knight Riders,0.0
22812,AD Mathews,3.0,-1,3,0,0,100.00,1,v MI,Brabourne,2010-03-22,Kolkata Knight Riders,1.0
22814,AD Mathews,19.0,-1,11,2,0,172.72,1,v Kings XI,Mohali,2010-03-27,Kolkata Knight Riders,0.0
22816,AD Mathews,24.0,-1,18,3,0,133.33,2,v Daredevils,Delhi,2010-03-29,Kolkata Knight Riders,0.0
22818,AD Mathews,4.0,-1,4,0,0,100.00,1,v Chargers,Eden Gardens,2010-04-01,Kolkata Knight Riders,0.0
22820,AD Mathews,17.0,-1,11,2,0,154.54,1,v Kings XI,Eden Gardens,2010-04-04,Kolkata Knight Riders,1.0
22822,AD Mathews,46.0,-1,28,3,2,164.28,1,v Daredevils,Eden Gardens,2010-04-07,Kolkata Knight Riders,1.0
22824,AD Mathews,1.0,-1,2,0,0,50.00,1,v RCB,Bengaluru,2010-04-10,Kolkata Knight Riders,0.0
22826,AD Mathews,48.0,-1,48,3,2,100.00,1,v CSK,Chennai,2010-04-13,Kolkata Knight Riders,0.0
22832,AD Mathews,11.0,0,9,2,0,122.22,1,v Kings XI,Mohali,2012-04-12,Pune Warriors,0.0
22836,AD Mathews,10.0,0,7,0,1,142.85,1,v RCB,Bengaluru,2012-04-17,Pune Warriors,0.0
22838,AD Mathews,27.0,0,22,1,0,122.72,2,v CSK,Chennai,2012-04-19,Pune Warriors,0.0
22840,AD Mathews,6.0,0,2,1,0,300.00,1,v Daredevils,Delhi,2012-04-21,Pune Warriors,1.0
22842,AD Mathews,35.0,0,27,0,3,129.62,2,v KKR,Eden Gardens,2012-05-05,Pune Warriors,0.0
22844,AD Mathews,11.0,0,12,0,0,91.66,1,v RR,Pune,2012-05-08,Pune Warriors,0.0
22846,AD Mathews,4.0,0,10,0,0,40.00,2,v RCB,Pune,2012-05-11,Pune Warriors,0.0
22848,AD Mathews,23.0,0,19,1,0,121.05,2,v RR,Jaipur,2012-05-13,Pune Warriors,0.0
22850,AD Mathews,8.0,0,6,1,0,133.33,2,v SRH,Hyderabad,2013-04-05,Pune Warriors,1.0
22852,AD Mathews,4.0,0,4,1,0,100.00,1,v Kings XI,Pune,2013-04-07,Pune Warriors,0.0
22854,AD Mathews,1.0,0,1,0,0,100.00,2,v RR,Pune,2013-04-11,Pune Warriors,1.0
22856,AD Mathews,19.0,0,18,0,1,105.55,2,v MI,Wankhede,2013-04-13,Pune Warriors,0.0
22858,AD Mathews,20.0,0,24,1,0,83.33,2,v SRH,Pune,2013-04-17,Pune Warriors,0.0
22860,AD Mathews,32.0,0,19,0,3,168.42,2,v RCB,Pune,2013-05-02,Pune Warriors,0.0
22862,AD Mathews,18.0,19,15,2,0,120.00,1,v RR,Jaipur,2013-05-05,Pune Warriors,0.0
22864,AD Mathews,40.0,41,28,0,4,142.85,2,v KKR,Pune,2013-05-09,Pune Warriors,0.0
22866,AD Mathews,0.0,4,2,0,0,0.00,1,v MI,Pune,2013-05-11,Pune Warriors,0.0
22870,AD Mathews,30.0,38,22,0,2,136.36,1,v Daredevils,Pune,2013-05-19,Pune Warriors,1.0
22872,AD Mathews,27.0,15,14,3,1,192.85,1,v RR,Delhi,2015-04-12,Delhi Daredevils,1.0
22874,AD Mathews,6.0,0,4,1,0,150.00,2,v Kings XI,Pune,2015-04-15,Delhi Daredevils,1.0
22876,AD Mathews,15.0,20,11,0,1,136.36,1,v SRH,Visakhapatnam,2015-04-18,Delhi Daredevils,1.0
22878,AD Mathews,28.0,32,21,1,2,133.33,1,v KKR,Delhi,2015-04-20,Delhi Daredevils,0.0
22880,AD Mathews,17.0,8,8,3,0,212.50,1,v MI,Delhi,2015-04-23,Delhi Daredevils,0.0
22882,AD Mathews,0.0,1,1,0,0,0.00,1,v RCB,Delhi,2015-04-26,Delhi Daredevils,0.0
22886,AD Mathews,16.0,25,17,2,0,94.11,2,v RR,Brabourne,2015-05-03,Delhi Daredevils,0.0
22888,AD Mathews,12.0,0,10,0,1,120.00,1,v MI,Wankhede,2015-05-05,Delhi Daredevils,0.0
